"statement_date","transaction_date","posting_date","description","amount","currency_amount","currency_code","exchange_rate","source_file"
"2025-01-03","2024-12-14","2024-12-16","MARKET SEAFOOD CALGARY","6.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-19","2024-12-19","Ark Swimwear 0450500219","192.56","130.00","USD","1.48123","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-19","2024-12-20","PAYMENT - THANK YOU","-1590.44","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-21","2024-12-23","SHOPPERS DRUG MART #03 CALGARY","56.26","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-22","2024-12-23","SQ *SCOTIABANK SADDLEDOME Calgary","13.57","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-22","2024-12-23","SQ *SCOTIABANK SADDLEDOME Calgary","24.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-22","2024-12-23","SQ *SCOTIABANK SADDLEDOME Calgary","17.29","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-27","2024-12-30","UBER CANADA/UBERTRIP TORONTO","1.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-28","2024-12-30","IceBreaker Calgary Calgary","51.19","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-28","2024-12-30","UBER CANADA/UBERTRIP TORONTO","11.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-28","2024-12-30","TACOTIME CALGARY","12.48","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-28","2024-12-30","GOODWILL PLAZA STORE CALGARY","62.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-28","2024-12-30","WWW.CHATTERS.CA RED DEER COU","51.24","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-28","2024-12-30","SEPHORA CHINOOK CALGARY","40.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-28","2024-12-30","KIOKII AND... CALGARY","88.70","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-28","2024-12-30","ZARA CHINOOK #3217 CALGARY","33.60","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-30","2024-12-30","SQSP* INV163334032 SQUARESPACE.","429.29","289.80","USD","1.48133","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2025-01-01","2025-01-02","Etsy.com*DCStyleLoft Toronto","24.02","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-31","2025-01-03","SOBEYS COUNTRY HILLS #548 CALGARY","4.58","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-01-03","2024-12-31","2025-01-03","FRESHCO #4354 CALGARY","88.73","","","","TD_AEROPLAN_VISA_INFINITE_9225_Jan_03-2025.pdf"
"2025-02-03","2025-01-04","2025-01-06","SCHANKS SPORTS GRILL CALGARY","20.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-04","2025-01-06","SCHANKS SPORTS GRILL CALGARY","97.71","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-06","2025-01-07","Globale /Local Eclecti Vancouver","182.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-07","2025-01-08","UBER CANADA/UBERTRIP TORONTO","1.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-07","2025-01-08","UBER CANADA/UBERTRIP TORONTO","16.51","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-07","2025-01-08","DOLLARAMA #0918 CALGARY","17.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-08","2025-01-09","UBER CANADA/UBERTRIP TORONTO","15.82","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-12","2025-01-13","SP LACEMADE KOWLOON","179.85","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-13","2025-01-14","PAYMENT - THANK YOU","-1555.42","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-14","2025-01-15","DOLLARAMA #0918 CALGARY","19.43","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-15","2025-01-16","dhgate.com dhgate.com","94.52","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-17","2025-01-20","Etsy.com*OnicaJewels Toronto","693.36","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-18","2025-01-20","UBER CANADA/UBERTRIP TORONTO","1.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-18","2025-01-20","BARBARELLA BAR CALGARY","70.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-19","2025-01-20","LM Country Hills Country Hill","3.18","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-19","2025-01-20","UBER CANADA/UBERTRIP TORONTO","25.77","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-21","2025-01-21","SP URBAN PLANET CANADA","34.64","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-24","2025-01-27","CALGARY DENTAL HOUSE CALGARY","560.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-25","2025-01-27","LYFT *RIDE SAT 4PM VANCOUVER","25.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-25","2025-01-27","UBER CANADA/UBERTRIP TORONTO","30.40","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-25","2025-01-27","UBER CANADA/UBERTRIP TORONTO","26.69","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-25","2025-01-27","CALGARY DREAM CENTRE: CALGARY","48.55","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-25","2025-01-27","SQ *OOLONG TEA SHOP INGLE Calgary","12.60","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-25","2025-01-27","SQ *CANELA VEGAN BAKERY & Calgary","13.20","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-25","2025-01-27","BLUE STAR DINNER CALGARY","32.08","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-01-27","2025-01-28","PAYMENT - THANK YOU","-1121.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-02-01","2025-02-03","WWW.URBANOUTFITTERS.CO CALGARY","61.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-02-01","2025-02-03","SQ *HULA POKE Calgary","42.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-02-01","2025-02-03","WOW BAKERY CHINOOK CENTR CALGARY","4.51","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-02-03","2025-02-01","2025-02-03","RUSSIAN STORE CALGARY","39.06","","","","TD_AEROPLAN_VISA_INFINITE_9225_Feb_03-2025.pdf"
"2025-03-03","2025-02-04","2025-02-05","ARDENE #103 CALGARY","31.34","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-02-04","2025-02-06","LA VIE EN ROSE # 123 CALGARY","39.69","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-02-05","2025-02-06","UBER CANADA/UBERTRIP TORONTO","15.37","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-02-08","2025-02-10","BANANA REPUBLIC 6739 CALGARY","68.22","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-02-08","2025-02-10","TNA CHINOOK CENTRE 105 CALGARY","142.80","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-02-08","2025-02-10","TAMARIND VIETNAMESE GRIL CALGARY","47.40","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-02-10","2025-02-11","SQ *T2722 RESERVATIONS 8774174551","15.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-02-11","2025-02-13","HOTEL BLACKFOOT-LAUGH SHO CALGARY","57.60","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-02-12","2025-02-13","TUK TUK THAI CREEKSIDE CALGARY","29.88","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-02-14","2025-02-14","SQSP* INV169586860 SQUARESPACE.","30.81","21.00","USD","1.46714","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-02-16","2025-02-18","JIMMY THE GREEK #039 ROCKY VIEW C","46.80","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-01","2025-03-03","LS BEELAND SPILLIMACHEE","28.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-01","2025-03-03","Dynamite Calgary","62.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-01","2025-03-03","HM Chinook Centre Calgary","120.88","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-01","2025-03-03","SP OAK + FORT CAN VANCOUVER","92.40","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-01","2025-03-03","Peters Drive In Calgary","14.28","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-01","2025-03-03","HEARTS CHOICES INC. CALGARY","8.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-01","2025-03-03","CALGARY DENTAL HOUSE CALGARY","420.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-01","2025-03-03","MARKET SEAFOOD CALGARY","9.44","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-02","2025-03-03","NILAS TASTE OF INDONESIA CALGARY","25.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-02","2025-03-03","T&T SUPERMARKET #030 CALGARY","24.67","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-02","2025-03-03","MARSHALLS 665 CALGARY","156.37","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-03-03","2025-03-03","2025-03-03","RETAIL INTEREST","34.44","","","","TD_AEROPLAN_VISA_INFINITE_9225_Mar_03-2025.pdf"
"2025-04-03","2025-03-05","2025-03-06","LILY DERMIS CALGARY","199.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-07","2025-03-10","UNITED AIR 1624665164850 CONTINENTAL","974.50","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-07","2025-03-10","WESTJET 8382195354751 CALGARY","334.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-07","2025-03-10","AIR CAN* 0142116849109 AIRCANADA.CO","635.88","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-08","2025-03-10","UBER CANADA/UBERTRIP TORONTO","28.87","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-08","2025-03-10","UBER CANADA/UBERTRIP TORONTO","30.59","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-08","2025-03-10","SQ *CANELA VEGAN BAKERY & Calgary","5.95","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-08","2025-03-10","MONKI BREAKFAST CLUB & BI CALGARY","39.03","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-10","2025-03-10","PAYMENT - THANK YOU","-10.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-12","2025-03-13","DHL EXPRESS ADC QC 905-861-3540","28.66","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-15","2025-03-17","UBER* TRIP TORONTO","29.48","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-15","2025-03-17","FINEPRINT CALGARY","98.28","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-16","2025-03-17","UBER CANADA/UBERTRIP TORONTO","29.53","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-20","2025-03-21","DOLLARAMA #0918 CALGARY","6.67","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-22","2025-03-24","REAL CDN. SUPERSTORE # CALGARY","84.87","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-22","2025-03-24","CRATE & BARREL #353 CALGARY","89.09","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-23","2025-03-24","HM CA0112 Calgary","39.88","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-23","2025-03-24","American Eagle 919 Calgary","46.75","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-23","2025-03-24","American Eagle Outfitters MISSISSAUGA","116.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-24","2025-03-25","MICHAELS #3935 CALGARY","106.17","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-24","2025-03-25","WINNERS 465 CALGARY","146.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-25","2025-03-26","BKG*BOOKING.COM HOTEL (888)850-395","451.00","306.32","USD","1.47231","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-25","2025-03-26","PAYMENT - THANK YOU","-5230.28","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-24","2025-03-27","AIR CAN* 0144285125412 AIRCANADA.CO","35.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-25","2025-03-27","HUDSON ST1518 RICHMOND","4.99","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-25","2025-03-27","HUDSON ST1526 RICHMOND","27.78","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-28","2025-03-31","TARGET 00034389 Honolulu","17.19","11.70","USD","1.46923","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-28","2025-03-31","ABC #52 HAWAII HONOLULU","16.59","11.29","USD","1.46944","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-28","2025-03-31","MAGURO SPOT HONOLULU","23.66","16.10","USD","1.46956","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-29","2025-03-31","TST* JAMBA JUICE - 0546 - HONOLULU","28.60","19.46","USD","1.46968","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-29","2025-03-31","WAIKIKI BANYAN HONOLULU","63.18","43.00","USD","1.46930","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-29","2025-03-31","BLUE OCEAN SEA FOOD AND S HONOLULU","36.74","25.00","USD","1.46960","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-29","2025-03-31","ABC #70 HAWAII HONOLULU","16.59","11.29","USD","1.46944","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-29","2025-03-31","RED ELEPHANT THAI CUISIN HONOLULU","209.50","142.57","USD","1.46945","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-30","2025-03-31","WAIKIKI BANYAN HONOLULU","73.47","50.00","USD","1.46940","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-30","2025-04-01","BLUE OCEAN SEA FOOD AND S HONOLULU","32.33","22.00","USD","1.46954","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-30","2025-04-01","SQ *SCYLO LLC Honolulu","10.70","7.28","USD","1.46978","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-30","2025-04-01","UNITED 0164484553386 UNITED.COM","58.77","40.00","USD","1.46924","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-30","2025-04-01","UNITED 0164484553387 UNITED.COM","73.47","50.00","USD","1.46940","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-30","2025-04-01","MAGURO SPOT HONOLULU","31.27","21.28","USD","1.46945","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-03-31","2025-04-02","UA INFLT 0164485008797 HOUSTON","14.76","10.00","USD","1.47600","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-04-01","2025-04-02","CALGARY DENTAL HOUSE CALGARY","420.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-04-03","2025-04-03","2025-04-03","RETAIL INTEREST","13.43","","","","TD_AEROPLAN_VISA_INFINITE_9225_Apr_03-2025.pdf"
"2025-05-05","2025-04-03","2025-04-04","UNITED AIR 1644856147270 CONTINENTAL","57.00","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-03","2025-04-04","UNITED AIR 1624745435331 CONTINENTAL","254.40","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-05","2025-04-07","YYC Relay 3717 Calgary","14.56","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-05","2025-04-07","WALGREENS #4763 LAS VEGAS","17.53","11.99","USD","1.46205","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-05","2025-04-07","ABC #115 LV LAS VEGAS","9.50","6.50","USD","1.46153","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-05","2025-04-07","ABC #115 LV LAS VEGAS","37.24","25.47","USD","1.46211","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-05","2025-04-07","YYC THE KITCHEN CALGARY","5.25","","","","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-06","2025-04-07","UBER *TRIP HELP.UBER.CO","40.91","27.98","USD","1.46211","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-06","2025-04-07","UBER *TRIP HELP.UBER.CO","16.85","11.53","USD","1.46140","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-06","2025-04-07","LAS VEGAS CONVENTION CTR LAS VEGAS","36.45","24.93","USD","1.46209","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-07","2025-04-07","UBER *TRIP HELP.UBER.CO","17.46","11.94","USD","1.46231","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-07","2025-04-07","UBER *TRIP HELP.UBER.CO","23.36","15.98","USD","1.46182","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-06","2025-04-08","VOLTAIRE LAS VEGAS","76.73","52.49","USD","1.46180","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-06","2025-04-08","COCOLINI I BOULDER CITY","26.18","17.91","USD","1.46175","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-06","2025-04-08","VENETIAN RESORT PARKING LAS VEGAS","33.62","23.00","USD","1.46173","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-07","2025-04-08","UBER *TRIP HELP.UBER.CO","23.28","15.92","USD","1.46231","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-07","2025-04-08","LAS VEGAS CONVENTION CTR LAS VEGAS","39.62","27.10","USD","1.46199","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-08","2025-04-09","UBER *TRIP HELP.UBER.CO","23.31","15.90","USD","1.46603","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-08","2025-04-09","SQ *LAS VEGAS CONVENTION Las Vegas","21.99","15.00","USD","1.46600","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-08","2025-04-09","LAS VEGAS CONVENTION CTR LAS VEGAS","39.72","27.10","USD","1.46568","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-08","2025-04-09","CVS/PHARMACY #06867 LAS VEGAS","22.15","15.14","USD","1.46301","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-09","2025-04-11","STATERBROS120 YUCCA VALLEY","61.14","41.78","USD","1.46337","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-09","2025-04-11","STARBUCKS STORE 10709 BARSTOW","16.90","11.55","USD","1.46320","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-10","2025-04-11","TST* SKIMOS COFFEE SHOP 2 LAS VEGAS","32.32","22.09","USD","1.46310","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-10","2025-04-11","SQ *DEZ FINE FOOD Joshua Tree","7.15","4.89","USD","1.46216","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-10","2025-04-11","SQ *DEZ FINE FOOD Joshua Tree","37.05","25.32","USD","1.46327","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-10","2025-04-11","SQ *BLACK LUCK VINTAGE Morongo Vall","70.96","48.49","USD","1.46339","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-10","2025-04-11","YUCCA KABAB AND HOOKAH YUCCA VALLEY","57.96","39.61","USD","1.46326","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-10","2025-04-11","JOSHUA SPRINGS THRIFT ST YUCCA VALLEY","12.72","8.69","USD","1.46375","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-11","2025-04-11","TST*THE COPPER ROOM Yucca Valley","128.60","88.89","USD","1.44673","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-10","2025-04-14","HEAVY CLOUDS VAPE & MORE YUCCA VALLEY","6.29","4.30","USD","1.46279","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-11","2025-04-14","SQ *DEZ FINE FOOD Joshua Tree","50.67","35.02","USD","1.44688","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-11","2025-04-14","SQ *DEZ FINE FOOD Joshua Tree","16.13","11.15","USD","1.44663","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-11","2025-04-14","TWENTYNINE PALMS VISITOR","28.06","19.40","USD","1.44639","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-11","2025-04-14","STARBUCKS STORE 52484 TWENTYNINE P","11.21","7.75","USD","1.44645","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-11","2025-04-14","SUSHIGAH PASADENA","71.72","50.00","USD","1.43440","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-12","2025-04-14","ROCKETSHIP COFFEE LOS ANGELES","55.15","38.44","USD","1.43470","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-13","2025-04-15","CITY OF LAGUNA BEACH I LAGUNA BEACH","10.05","7.00","USD","1.43571","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
"2025-05-05","2025-04-13","2025-04-15","URTH CAFFE 007 - LAGUN 213-2298925","179.20","124.92","USD","1.43451","TD_AEROPLAN_VISA_INFINITE_9225_May_05-2025.pdf"
